estimating workload which takes just one milisecond
end estimation
2	1	1
2	2	2
2	4	3
2	5	4
2	7	5
2	16	6
2	17	7
2	19	8
2	20	9
2	21	10
2	23	11
2	32	12
2	34	13
2	35	14
2	36	15
2	38	16
2	47	17
2	49	18
2	50	19
2	52	20
2	53	21
2	54	22
2	63	23
2	65	24
2	66	25
2	67	26
2	69	27
2	70	28
2	79	29
2	81	30
2	82	31
2	84	32
2	85	33
2	87	34
2	96	35
2	98	36
2	99	37
2	101	38
2	102	39
2	112	40
2	113	41
2	114	42
2	116	43
2	117	44
2	119	45
2	128	46
2	129	47
2	130	48
2	132	49
2	133	50
2	135	51
2	144	52
2	145	53
2	147	54
2	148	55
2	149	56
2	151	57
2	160	58
2	162	59
2	163	60
2	164	61
2	166	62
2	175	63
2	176	64
2	178	65
2	179	66
2	180	67
2	182	68
2	191	69
2	193	70
2	194	71
2	195	72
2	197	73
2	198	74
2	207	75
2	209	76
2	210	77
2	211	78
2	213	79
2	214	80
2	223	81
2	225	82
2	226	83
2	227	84
2	229	85
2	230	86
2	239	87
2	241	88
2	242	89
2	244	90
2	245	91
2	246	92
2	255	93
2	257	94
2	258	95
2	259	96
2	261	97
2	262	98
2	271	99
2	272	100
1	8	1
1	10	2
1	11	3
1	12	4
1	14	5
1	23	6
1	25	7
1	26	8
1	27	9
1	29	10
1	30	11
1	39	12
1	41	13
1	42	14
1	44	15
1	45	16
1	46	17
1	56	18
1	57	19
1	59	20
1	60	21
1	61	22
1	63	23
1	72	24
1	73	25
1	75	26
1	76	27
1	78	28
1	87	29
1	88	30
1	90	31
1	91	32
1	93	33
1	94	34
1	104	35
1	105	36
1	106	37
1	108	38
1	109	39
1	110	40
1	120	41
1	121	42
1	123	43
1	124	44
1	126	45
1	135	46
1	136	47
1	138	48
1	139	49
1	140	50
1	142	51
1	151	52
1	153	53
1	154	54
1	155	55
1	157	56
1	158	57
1	168	58
1	169	59
1	170	60
1	172	61
1	173	62
1	175	63
1	184	64
1	186	65
1	187	66
1	188	67
1	190	68
1	199	69
1	200	70
1	202	71
1	203	72
1	204	73
1	206	74
1	215	75
1	216	76
1	218	77
1	219	78
1	220	79
1	222	80
1	231	81
1	233	82
1	234	83
1	235	84
1	237	85
1	238	86
1	247	87
1	249	88
1	250	89
1	251	90
1	252	91
1	254	92
1	263	93
1	264	94
1	266	95
1	267	96
1	268	97
1	269	98
1	271	99
1	274	100
0	1	1
0	2	2
0	4	3
0	5	4
0	6	5
0	16	6
0	17	7
0	18	8
0	20	9
0	21	10
0	22	11
0	32	12
0	33	13
0	34	14
0	36	15
0	37	16
0	38	17
0	47	18
0	49	19
0	50	20
0	52	21
0	53	22
0	54	23
0	63	24
0	65	25
0	66	26
0	67	27
0	69	28
0	70	29
0	80	30
0	81	31
0	82	32
0	83	33
0	85	34
0	86	35
0	99	36
0	101	37
0	102	38
0	104	39
0	105	40
0	106	41
0	116	42
0	117	43
0	119	44
0	120	45
0	121	46
0	122	47
0	132	48
0	133	49
0	134	50
0	136	51
0	137	52
0	138	53
0	148	54
0	149	55
0	150	56
0	152	57
0	153	58
0	163	59
0	164	60
0	166	61
0	167	62
0	168	63
0	170	64
0	179	65
0	181	66
0	182	67
0	184	68
0	185	69
0	187	70
0	196	71
0	197	72
0	198	73
0	200	74
0	201	75
0	203	76
0	212	77
0	213	78
0	215	79
0	216	80
0	217	81
0	218	82
0	228	83
0	229	84
0	230	85
0	232	86
0	233	87
0	235	88
0	244	89
0	245	90
0	247	91
0	248	92
0	250	93
0	256	94
0	257	95
0	259	96
0	268	97
0	270	98
0	271	99
0	274	100
3	8	1
3	10	2
3	11	3
3	12	4
3	14	5
3	23	6
3	25	7
3	26	8
3	27	9
3	29	10
3	30	11
3	39	12
3	40	13
3	42	14
3	43	15
3	44	16
3	46	17
3	55	18
3	56	19
3	58	20
3	59	21
3	61	22
3	62	23
3	71	24
3	73	25
3	74	26
3	76	27
3	77	28
3	78	29
3	88	30
3	89	31
3	91	32
3	92	33
3	93	34
3	95	35
3	96	36
3	98	37
3	107	38
3	109	39
3	110	40
3	111	41
3	113	42
3	114	43
3	123	44
3	125	45
3	126	46
3	128	47
3	129	48
3	130	49
3	140	50
3	141	51
3	142	52
3	144	53
3	145	54
3	147	55
3	156	56
3	158	57
3	159	58
3	160	59
3	162	60
3	171	61
3	173	62
3	174	63
3	175	64
3	176	65
3	178	66
3	187	67
3	188	68
3	190	69
3	191	70
3	193	71
3	194	72
3	203	73
3	205	74
3	206	75
3	207	76
3	209	77
3	210	78
3	219	79
3	221	80
3	222	81
3	223	82
3	225	83
3	226	84
3	235	85
3	237	86
3	238	87
3	240	88
3	241	89
3	242	90
3	252	91
3	253	92
3	255	93
3	260	94
3	261	95
3	263	96
3	264	97
3	265	98
3	273	99
3	274	100
